,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,seats,max_power (in bph),Mileage Unit,Mileage,Engine (CC)
4748,Maruti,2009,125000,141000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796
4751,Maruti,2014,459999,65000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,23.4,1248
4752,Maruti,2014,434999,110000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,23.4,1248
4756,Hyundai,2016,780000,35000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,22.54,1396
4757,Maruti,2008,100000,195000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796
4758,Hyundai,2017,650000,60000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,22.54,1396
4760,Hyundai,2012,425000,100000,Diesel,Individual,Manual,Second Owner,5,126.32,kmpl,22.32,1582
4762,Maruti,2016,459999,27000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,23.1,998
4763,Maruti,2020,578000,5000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,21.21,1197
4764,Maruti,2012,550000,110000,Diesel,Individual,Manual,Second Owner,7,88.76,kmpl,20.77,1248
4767,Mahindra,2014,250000,110000,Diesel,Individual,Manual,First Owner,5,65.0,kmpl,20.8,1461
4769,Maruti,2014,684000,60000,Diesel,Individual,Manual,Second Owner,7,88.8,kmpl,20.77,1248
4770,Maruti,2014,680000,64000,Diesel,Individual,Manual,Second Owner,7,88.8,kmpl,20.77,1248
4771,Renault,2014,500000,120000,Diesel,Individual,Manual,First Owner,5,83.8,kmpl,20.45,1461
4772,Renault,2014,520000,120000,Diesel,Individual,Manual,First Owner,5,83.8,kmpl,20.45,1461
4774,Mahindra,2019,1200000,15000,Diesel,Individual,Manual,First Owner,5,115.0,kmpl,20.0,1497
4779,Hyundai,2009,160000,35000,Petrol,Individual,Manual,First Owner,5,68.05,kmpl,19.81,1086
4784,Hyundai,2012,250000,44588,Petrol,Dealer,Manual,First Owner,5,55.2,kmpl,21.1,814
4785,Maruti,2015,400000,49907,Petrol,Dealer,Manual,First Owner,5,67.04,kmpl,21.63,998
4786,Maruti,2013,371000,67082,Petrol,Dealer,Manual,Second Owner,5,81.8,kmpl,21.21,1197
4787,Ford,2016,570000,112879,Diesel,Dealer,Manual,Second Owner,5,98.96,kmpl,23.0,1498
4792,Maruti,2017,350000,20000,Petrol,Individual,Manual,Second Owner,5,67.04,kmpl,23.1,998
4794,Renault,2016,270000,30000,Petrol,Individual,Manual,Third Owner,5,67.0,kmpl,23.01,999
4795,Hyundai,2013,235000,40000,Petrol,Individual,Manual,Second Owner,5,55.2,kmpl,21.1,814
4796,Maruti,2016,500000,60000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,20.4,1197
4797,Maruti,2012,220000,111000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796
4798,Maruti,2014,380000,70000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,23.4,1248
4799,Maruti,2010,160000,100000,Petrol,Individual,Manual,Third Owner,5,67.1,kmpl,20.92,998
4800,Hyundai,2017,339000,25000,Petrol,Individual,Manual,First Owner,5,68.05,kmpl,20.3,998
4807,Maruti,2014,350000,15000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,20.51,998
4809,Maruti,2018,580000,10000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,23.1,998
4810,Hyundai,2015,1000000,70000,Diesel,Individual,Manual,First Owner,5,126.2,kmpl,19.67,1582
4811,Tata,2017,459999,80000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.95,1248
4813,Hyundai,2014,650000,83000,Diesel,Individual,Manual,Third Owner,5,126.32,kmpl,22.32,1582
4814,Maruti,2013,525000,116000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,23.4,1248
4821,Volkswagen,2015,550000,120000,Diesel,Individual,Manual,Second Owner,5,103.2,kmpl,20.34,1498
4822,Maruti,2010,165000,20000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796
4823,Hyundai,2014,210000,70000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814
4824,Renault,2016,650000,30000,Diesel,Individual,Manual,First Owner,5,108.45,kmpl,19.64,1461
4826,Renault,2019,390000,25000,Petrol,Individual,Manual,First Owner,5,67.0,kmpl,23.01,999
4829,Hyundai,2008,130000,120000,Petrol,Individual,Manual,Second Owner,5,68.05,kmpl,19.81,1086
4835,Hyundai,2017,270000,26442,Petrol,Individual,Manual,First Owner,5,68.05,kmpl,20.3,998
4837,Maruti,2010,130000,28000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796
4838,Maruti,2015,650000,80000,Diesel,Individual,Manual,First Owner,7,88.8,kmpl,20.77,1248
4839,Maruti,2005,55000,39000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796
4840,Maruti,2017,475000,20000,Petrol,Individual,Automatic,First Owner,5,67.0,kmpl,20.51,998
4843,Maruti,2019,650000,15000,Petrol,Individual,Automatic,First Owner,5,81.8,kmpl,22.0,1197
4844,Maruti,2015,440000,30000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,20.4,1197
4850,Maruti,2020,600000,5000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,21.21,1197
4857,Ford,2011,204999,147000,Diesel,Individual,Manual,First Owner,5,68.0,kmpl,20.0,1399
4859,Hyundai,2009,310000,120000,Diesel,Individual,Manual,Second Owner,5,90.0,kmpl,23.0,1396
4865,Maruti,2005,110000,50800,Petrol,Dealer,Manual,Second Owner,5,46.3,kmpl,19.7,796
4871,Maruti,2019,595000,14548,Petrol,Dealer,Manual,First Owner,5,81.8,kmpl,21.21,1197
4872,Ford,2018,900000,44772,Diesel,Dealer,Manual,Second Owner,5,98.96,kmpl,23.0,1498
4879,Hyundai,2017,975000,41000,Diesel,Dealer,Manual,First Owner,5,126.2,kmpl,20.5,1582
4881,Maruti,2016,725000,66000,Diesel,Dealer,Manual,First Owner,7,88.8,kmpl,20.77,1248
4882,Maruti,2013,550000,65000,Diesel,Dealer,Manual,First Owner,7,88.76,kmpl,20.77,1248
4883,Hyundai,2014,550000,76000,Diesel,Dealer,Manual,First Owner,5,88.73,kmpl,22.54,1396
4888,Maruti,2017,625000,70000,Diesel,Dealer,Manual,First Owner,5,74.0,kmpl,23.4,1248
4889,Maruti,2014,470000,89000,Diesel,Dealer,Manual,First Owner,5,74.0,kmpl,22.9,1248
4892,Maruti,2013,380000,57000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.9,1248
4894,Hyundai,2016,275000,49200,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814
4896,Hyundai,2008,200000,60000,Petrol,Individual,Manual,Second Owner,5,68.05,kmpl,19.81,1086
4898,Maruti,2004,90000,110000,Petrol,Individual,Manual,Third Owner,5,46.3,kmpl,19.7,796
4907,Maruti,2018,385000,50000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,23.1,998
4909,Hyundai,2019,521000,3010,Petrol,Individual,Automatic,First Owner,5,68.0,kmpl,20.3,1086
4910,Tata,2010,180000,80000,Diesel,Individual,Manual,First Owner,5,88.8,kmpl,21.12,1248
4914,Maruti,2007,140000,35000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796
4916,Ford,2015,650000,110000,Diesel,Individual,Manual,Second Owner,5,98.59,kmpl,22.77,1498
4924,Maruti,2016,620000,36000,Petrol,Individual,Manual,First Owner,5,83.14,kmpl,20.85,1197
4927,Ford,2018,810000,30000,Diesel,Individual,Manual,Second Owner,5,98.96,kmpl,23.0,1498
4930,Tata,2017,400000,85000,Diesel,Individual,Manual,First Owner,5,88.7,kmpl,20.65,1248
4931,Maruti,2014,300000,60000,Petrol,Individual,Manual,Second Owner,5,67.04,kmpl,20.51,998
4932,Maruti,2015,170000,20000,Petrol,Individual,Manual,Third Owner,5,47.3,kmpl,22.74,796
4938,Maruti,2005,80000,90000,Petrol,Individual,Automatic,Second Owner,5,46.3,kmpl,19.7,796
4940,Volkswagen,2011,225000,90000,Diesel,Individual,Manual,First Owner,5,103.6,kmpl,20.54,1598
4943,Hyundai,2017,509999,90000,Petrol,Individual,Manual,First Owner,5,81.86,kmpl,20.14,1197
4944,Maruti,2015,245000,36710,Petrol,Individual,Manual,Second Owner,5,47.3,kmpl,22.74,796
4947,Maruti,2014,370000,30000,Diesel,Individual,Manual,First Owner,5,73.94,kmpl,23.2,1248
4949,Maruti,2017,580000,20000,Petrol,Individual,Manual,First Owner,5,83.1,kmpl,21.4,1197
4956,Maruti,2013,185000,85000,Petrol,Individual,Manual,First Owner,5,47.3,kmpl,22.74,796
4957,Maruti,2018,625000,50000,Petrol,Individual,Automatic,First Owner,5,81.8,kmpl,22.0,1197
4959,Maruti,2017,390000,25000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,20.51,998
4962,Hyundai,2011,380000,150000,Diesel,Individual,Manual,Fourth & Above Owner,5,90.0,kmpl,23.0,1396
4966,Maruti,2013,210000,50000,Petrol,Individual,Manual,Second Owner,5,47.3,kmpl,22.74,796
4967,Maruti,2012,270000,80000,Diesel,Individual,Manual,Third Owner,5,73.94,kmpl,23.2,1248
4969,Hyundai,2014,220000,93000,Petrol,Individual,Manual,Second Owner,5,55.2,kmpl,21.1,814
4976,Hyundai,2016,280000,60000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814
4979,Hyundai,2018,720000,50000,Diesel,Individual,Manual,Second Owner,5,88.73,kmpl,21.19,1396
4980,Ford,2017,800000,60000,Diesel,Individual,Manual,First Owner,5,98.59,kmpl,22.77,1498
4981,Hyundai,2012,265000,20000,Petrol,Individual,Manual,Third Owner,5,68.05,kmpl,19.81,1086
4982,Maruti,2010,135000,90000,Petrol,Individual,Manual,Third Owner,5,46.3,kmpl,19.7,796
4985,Hyundai,2012,450000,72000,Diesel,Individual,Manual,Second Owner,5,126.32,kmpl,22.32,1582
4990,Volkswagen,2012,350000,74000,Diesel,Individual,Manual,Second Owner,5,73.9,kmpl,22.07,1199
4991,Maruti,2006,85000,60000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796
4992,Maruti,2016,290000,15000,Petrol,Individual,Manual,First Owner,5,47.3,kmpl,22.74,796
4995,Maruti,2003,65000,114000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796
4999,Maruti,2020,265000,70000,Petrol,Individual,Manual,Second Owner,5,67.05,kmpl,21.79,998
5000,Tata,2018,459999,50000,Petrol,Individual,Manual,First Owner,5,84.0,kmpl,20.3,1199
5002,Maruti,2013,395000,70000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,23.4,1248
5005,Maruti,2011,290000,110000,Diesel,Individual,Manual,Second Owner,5,73.9,kmpl,21.1,1248
5011,Volkswagen,2014,300000,84000,Diesel,Individual,Manual,Second Owner,5,88.5,kmpl,20.14,1498
5014,Hyundai,2011,200000,60000,Petrol,Individual,Manual,Second Owner,5,78.9,kmpl,20.36,1197
5022,Maruti,2014,465000,90000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,23.4,1248
5023,Tata,2010,200000,188000,Diesel,Individual,Manual,Second Owner,5,88.8,kmpl,21.12,1248
5026,Hyundai,2010,150000,123278,Petrol,Individual,Manual,Second Owner,5,78.9,kmpl,20.36,1197
5028,Hyundai,2015,625000,90000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,21.19,1396
5029,Ford,2012,220000,110000,Diesel,Individual,Manual,First Owner,5,68.0,kmpl,20.0,1399
5030,Ford,2013,250000,110000,Diesel,Individual,Manual,First Owner,5,68.1,kmpl,20.0,1399
5031,Tata,2018,575000,70000,Diesel,Individual,Manual,First Owner,5,88.7,kmpl,20.65,1248
5034,Maruti,2016,262000,50000,Petrol,Individual,Manual,First Owner,5,47.3,kmpl,22.74,796
5035,Hyundai,2018,299000,33000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814
5036,Maruti,2015,250000,26500,Petrol,Individual,Manual,First Owner,5,47.3,kmpl,22.74,796
5038,Maruti,2013,360000,70000,Diesel,Individual,Manual,Third Owner,5,74.0,kmpl,23.4,1248
5039,Hyundai,2017,600000,60000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,22.54,1396
5040,Volkswagen,2011,300000,80000,Diesel,Individual,Manual,Second Owner,5,103.6,kmpl,20.54,1598
5045,Hyundai,2012,185000,50000,Petrol,Individual,Manual,Second Owner,5,55.2,kmpl,21.1,814
5048,Renault,2017,360000,25000,Petrol,Individual,Manual,First Owner,5,67.0,kmpl,23.01,999
5049,Maruti,2014,210000,70000,Petrol,Individual,Manual,First Owner,5,67.1,kmpl,20.92,998
5051,Volkswagen,2016,560000,50000,Diesel,Individual,Manual,First Owner,5,88.7,kmpl,20.14,1498
5054,Toyota,2012,300000,90000,Diesel,Individual,Manual,First Owner,5,67.1,kmpl,23.59,1364
5058,Maruti,2015,270000,22000,Petrol,Individual,Manual,First Owner,5,47.3,kmpl,22.74,796
5060,Chevrolet,2013,200000,80000,Diesel,Individual,Manual,First Owner,5,76.9,kmpl,22.1,1248
5062,Tata,2018,860000,60000,Diesel,Individual,Manual,First Owner,5,108.5,kmpl,21.5,1497
5064,Maruti,2013,240000,142000,Diesel,Individual,Manual,Second Owner,5,73.94,kmpl,23.2,1248
5066,Ford,2018,850000,90000,Diesel,Individual,Manual,First Owner,5,98.96,kmpl,23.0,1498
5067,Ford,2011,155000,80000,Diesel,Individual,Manual,Third Owner,5,68.0,kmpl,20.0,1399
5068,Hyundai,2011,270000,125000,Diesel,Individual,Manual,First Owner,5,90.0,kmpl,23.0,1396
5069,Maruti,2015,610000,33000,Petrol,Individual,Manual,First Owner,5,91.1,kmpl,20.73,1373
5070,Hyundai,2015,1000000,50000,Diesel,Individual,Manual,First Owner,5,126.2,kmpl,19.67,1582
5074,Maruti,2007,135000,60000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796
5076,Hyundai,2014,625000,70000,Diesel,Individual,Manual,Second Owner,5,126.32,kmpl,22.32,1582
5077,Maruti,2012,220000,70000,Diesel,Individual,Manual,Second Owner,5,73.94,kmpl,23.2,1248
5078,Maruti,2017,620000,18484,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,20.89,1197
5080,Maruti,2010,180000,25000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796
5081,Volkswagen,2013,250000,120000,Diesel,Individual,Manual,Third Owner,5,73.9,kmpl,22.07,1199
5082,Maruti,2017,480000,55000,Petrol,Individual,Manual,First Owner,5,83.14,kmpl,20.85,1197
5087,Hyundai,2012,380000,50000,Diesel,Individual,Manual,Second Owner,5,88.76,kmpl,21.9,1396
5089,Maruti,2004,90000,60000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796
5090,Maruti,2016,330000,80000,Petrol,Individual,Manual,Second Owner,5,67.04,kmpl,20.51,998
5094,Hyundai,2013,215000,47000,Petrol,Individual,Manual,Second Owner,5,55.2,kmpl,21.1,814
5097,Hyundai,2013,380000,110000,Diesel,Individual,Manual,Second Owner,5,88.76,kmpl,21.27,1396
5099,Hyundai,2012,400000,103655,Diesel,Individual,Manual,Second Owner,5,126.3,kmpl,22.32,1582
5105,Maruti,2008,120000,80000,Petrol,Individual,Manual,Third Owner,5,46.3,kmpl,19.7,796
5108,Ford,2015,550000,206000,Diesel,Dealer,Manual,First Owner,5,98.59,kmpl,22.77,1498
5109,Ford,2018,950000,27000,Diesel,Dealer,Manual,First Owner,5,98.59,kmpl,22.77,1498
5110,Ford,2014,500000,132000,Diesel,Dealer,Manual,Second Owner,5,89.84,kmpl,22.7,1498
5113,Mahindra,2011,180000,218000,Diesel,Individual,Manual,First Owner,5,64.1,kmpl,21.0,1461
5114,Hyundai,2016,650000,10000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,22.54,1396
5116,Mahindra,2011,210000,215000,Diesel,Individual,Manual,First Owner,5,64.1,kmpl,21.0,1461
5118,Volkswagen,2011,295000,65000,Diesel,Individual,Manual,Second Owner,5,103.6,kmpl,20.54,1598
5120,Maruti,2017,450000,10000,Petrol,Individual,Automatic,First Owner,5,67.04,kmpl,23.1,998
5124,Hyundai,2012,300000,80000,Diesel,Individual,Manual,Second Owner,5,88.76,kmpl,21.9,1396
5134,Hyundai,2017,1100000,40000,Diesel,Individual,Manual,First Owner,5,88.7,kmpl,21.38,1396
5139,Hyundai,2013,500000,80000,Diesel,Individual,Manual,Second Owner,5,126.3,kmpl,22.32,1582
5143,Renault,2016,235000,60000,Petrol,Individual,Manual,First Owner,5,67.0,kmpl,23.01,999
5145,Maruti,2012,325000,90000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.9,1248
5146,Maruti,2014,420000,90000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,23.4,1248
5147,Maruti,2014,229999,60000,Petrol,Individual,Manual,Second Owner,5,67.1,kmpl,20.92,998
5148,Maruti,2013,375000,80000,Diesel,Individual,Manual,Fourth & Above Owner,5,74.0,kmpl,23.4,1248
5158,Hyundai,2018,575000,30000,Petrol,Individual,Manual,First Owner,5,68.0,kmpl,20.3,1086
5163,Hyundai,2010,320000,135000,Diesel,Individual,Manual,Second Owner,5,90.0,kmpl,23.0,1396
5167,Renault,2016,315000,60000,Petrol,Individual,Manual,Second Owner,5,67.0,kmpl,23.01,999
5171,Maruti,2015,350000,29000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,23.1,998
5174,Maruti,2018,451999,30000,Petrol,Individual,Automatic,Second Owner,5,67.04,kmpl,23.1,998
5183,Maruti,2015,450000,35000,Petrol,Individual,Manual,Second Owner,5,83.11,kmpl,20.4,1197
5184,Maruti,2014,310000,35000,Petrol,Individual,Manual,Second Owner,5,67.04,kmpl,20.51,998
5185,Maruti,2007,150000,50000,Petrol,Individual,Manual,Third Owner,5,46.3,kmpl,19.7,796
5188,Ford,2011,160000,112000,Diesel,Individual,Manual,Second Owner,5,68.0,kmpl,20.0,1399
5192,Tata,2012,135000,146000,Diesel,Individual,Manual,First Owner,5,70.0,kmpl,19.61,1405
5194,Volkswagen,2020,260000,50000,Diesel,Individual,Manual,First Owner,5,88.5,kmpl,20.14,1498
5195,Hyundai,2017,500000,25000,Petrol,Individual,Manual,First Owner,5,81.86,kmpl,20.14,1197
5196,Renault,2016,220000,20000,Petrol,Individual,Manual,First Owner,5,67.0,kmpl,23.01,999
5199,Hyundai,2011,280000,100000,Diesel,Individual,Manual,Second Owner,5,90.0,kmpl,23.0,1396
5201,Hyundai,2011,320000,155000,Diesel,Individual,Manual,First Owner,5,90.0,kmpl,23.0,1396
5202,Ford,2012,140000,70000,Diesel,Individual,Manual,Fourth & Above Owner,5,68.0,kmpl,20.0,1399
5203,Maruti,2012,310000,25000,Diesel,Individual,Manual,Second Owner,5,88.8,kmpl,21.5,1248
5208,Maruti,2012,380000,100000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,22.9,1248
5210,Tata,2015,475000,25000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.95,1248
5215,Hyundai,2010,275000,80000,Petrol,Individual,Manual,First Owner,5,68.05,kmpl,19.81,1086
5217,Renault,2014,650000,129000,Diesel,Individual,Manual,First Owner,5,108.45,kmpl,19.72,1461
5218,Volkswagen,2018,650000,82000,Diesel,Individual,Automatic,First Owner,5,108.62,kmpl,21.73,1498
5221,Maruti,2017,445000,39500,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,20.52,1197
5222,Hyundai,2018,750000,40000,Diesel,Individual,Manual,First Owner,5,88.76,kmpl,22.54,1396
5223,Maruti,2012,425000,56000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,22.9,1248
5224,Hyundai,2017,850000,54000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,22.54,1396
5225,Maruti,2016,400000,20000,Petrol,Individual,Manual,Second Owner,5,67.04,kmpl,20.51,998
5229,Maruti,2014,206000,120000,Petrol,Individual,Manual,Second Owner,5,47.3,kmpl,22.74,796
5230,Hyundai,2014,290000,50000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814
5232,Maruti,2010,170000,100000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796
5234,Volkswagen,2012,315000,130000,Diesel,Individual,Manual,Second Owner,5,103.6,kmpl,20.54,1598
5235,Maruti,2011,225000,76000,Petrol,Individual,Manual,Second Owner,5,67.1,kmpl,20.92,998
5239,Ford,2013,250000,25000,Diesel,Individual,Manual,First Owner,5,68.1,kmpl,20.0,1399
5245,Hyundai,2011,360000,157000,Diesel,Individual,Manual,Second Owner,5,126.3,kmpl,22.32,1582
5246,Hyundai,2011,380000,157000,Diesel,Individual,Manual,Second Owner,5,126.3,kmpl,22.32,1582
5248,Tata,2010,160000,30000,Diesel,Individual,Manual,Second Owner,5,88.8,kmpl,21.12,1248
5250,Maruti,2014,229999,30000,Petrol,Individual,Manual,Second Owner,5,47.3,kmpl,22.74,796
5251,Maruti,2014,440000,70000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,22.9,1248
5259,Volkswagen,2012,240000,200000,Diesel,Individual,Manual,First Owner,5,73.9,kmpl,22.07,1199
5262,Hyundai,2012,465000,146000,Diesel,Individual,Manual,Second Owner,5,126.32,kmpl,22.32,1582
5264,Hyundai,2013,325000,70000,Petrol,Individual,Manual,First Owner,5,78.9,kmpl,20.36,1197
5266,Maruti,2006,110000,120000,Petrol,Individual,Manual,Third Owner,5,46.3,kmpl,19.7,796
5268,Maruti,2018,750000,40000,Petrol,Individual,Manual,First Owner,5,91.1,kmpl,20.73,1373
5269,Hyundai,2018,350000,25000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814
5274,Maruti,2014,200000,40000,Petrol,Individual,Manual,Third Owner,5,47.3,kmpl,22.74,796
5276,Tata,2012,200000,120000,Diesel,Individual,Manual,First Owner,5,69.0,kmpl,23.03,1396
5277,Hyundai,2016,276000,60000,Petrol,Individual,Manual,First Owner,5,68.05,kmpl,20.3,998
5278,Hyundai,2014,250000,40000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814
5279,Maruti,2008,95000,80000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796
5280,Tata,2011,200000,70000,Diesel,Individual,Manual,Second Owner,5,70.0,kmpl,23.57,1396
5281,Hyundai,2012,450000,100000,Diesel,Individual,Manual,Second Owner,5,126.32,kmpl,22.32,1582
5284,Hyundai,2010,200000,70000,Petrol,Individual,Manual,Second Owner,5,78.9,kmpl,20.36,1197
5289,Ford,2013,325000,120000,Diesel,Individual,Manual,Second Owner,5,68.1,kmpl,20.0,1399
5293,Hyundai,2013,325000,70000,Petrol,Individual,Manual,Second Owner,5,78.9,kmpl,20.36,1197
5294,Hyundai,2016,900000,130000,Diesel,Individual,Manual,First Owner,5,88.7,kmpl,21.38,1396
5295,Hyundai,2016,950000,133000,Diesel,Individual,Manual,First Owner,5,88.7,kmpl,21.38,1396
5296,Volkswagen,2010,320000,120000,Diesel,Individual,Manual,Third Owner,5,103.6,kmpl,20.54,1598
5304,Volkswagen,2015,620000,33000,Diesel,Individual,Manual,First Owner,5,88.8,kmpl,20.14,1498
5305,Maruti,2009,150000,70000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796
5312,Ford,2012,190000,112000,Diesel,Individual,Manual,Second Owner,5,68.0,kmpl,20.0,1399
5315,Maruti,2012,400000,90000,Diesel,Individual,Manual,First Owner,7,88.76,kmpl,20.77,1248
5317,Hyundai,2016,930000,47552,Diesel,Individual,Manual,Second Owner,5,126.2,kmpl,19.67,1582
5320,Ford,2019,950000,20000,Diesel,Individual,Manual,First Owner,5,98.96,kmpl,23.0,1498
5329,Maruti,2004,70000,70000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796
5340,Ford,2015,300000,140000,Diesel,Individual,Manual,First Owner,5,68.05,kmpl,20.0,1399
5342,Tata,2017,520000,40000,Petrol,Individual,Manual,First Owner,5,84.0,kmpl,20.3,1199
5343,Maruti,2014,190000,70000,Petrol,Individual,Manual,Third Owner,5,47.3,kmpl,22.74,796
5347,Maruti,2020,360000,5000,Petrol,Individual,Manual,First Owner,5,47.3,kmpl,22.05,796
5349,Maruti,2013,160000,70000,Petrol,Individual,Manual,Second Owner,5,47.3,kmpl,22.74,796
5350,Maruti,2007,85000,120000,Petrol,Individual,Manual,Third Owner,5,46.3,kmpl,19.7,796
5356,Maruti,2013,390000,100000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,23.4,1248
5357,Toyota,2015,450000,80000,Diesel,Individual,Manual,First Owner,5,67.04,kmpl,23.59,1364
5367,Hyundai,2012,500000,70000,Diesel,Individual,Manual,First Owner,5,126.32,kmpl,22.32,1582
5378,Maruti,2019,610000,18000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,21.21,1197
5381,Hyundai,2012,450000,150000,Diesel,Individual,Manual,Third Owner,5,126.32,kmpl,22.32,1582
5382,Hyundai,2011,450000,108000,Diesel,Individual,Manual,First Owner,5,126.3,kmpl,22.32,1582
5384,Maruti,2013,650000,90000,Diesel,Individual,Manual,First Owner,7,88.76,kmpl,20.77,1248
5392,Maruti,2016,500000,40000,Petrol,Individual,Manual,First Owner,5,83.14,kmpl,20.85,1197
5394,Maruti,2011,400000,60000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.9,1248
5397,Hyundai,2012,280000,65000,Petrol,Individual,Manual,First Owner,5,78.9,kmpl,20.36,1197
5398,Maruti,2014,580000,88000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,23.4,1248
5403,Hyundai,2014,190000,60000,Petrol,Individual,Manual,Second Owner,5,55.2,kmpl,21.1,814
5406,Hyundai,2019,811000,43000,Diesel,Individual,Manual,First Owner,5,88.76,kmpl,22.54,1396
5407,Maruti,2016,409999,120000,Diesel,Individual,Manual,First Owner,5,73.94,kmpl,23.2,1248
5413,Maruti,2014,420000,120000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,23.4,1248
5416,Renault,2017,350000,25000,Petrol,Individual,Manual,First Owner,5,67.0,kmpl,23.01,999
5417,Toyota,2015,509999,100000,Diesel,Individual,Manual,Second Owner,5,67.05,kmpl,23.59,1364
5420,Maruti,2013,240000,44000,Petrol,Individual,Manual,Second Owner,5,67.1,kmpl,20.92,998
5421,Hyundai,2015,530000,100000,Diesel,Individual,Manual,Second Owner,5,88.73,kmpl,22.54,1396
5424,Hyundai,2014,350000,64000,Petrol,Individual,Manual,First Owner,5,78.9,kmpl,20.36,1197
5428,Maruti,2013,370000,90000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,22.9,1248
5434,Hyundai,2014,320000,15000,Petrol,Individual,Manual,First Owner,5,78.9,kmpl,20.36,1197
5435,Maruti,2017,440000,35000,Petrol,Individual,Automatic,First Owner,5,67.0,kmpl,20.51,998
5438,Hyundai,2012,179000,30000,Petrol,Individual,Manual,Second Owner,5,55.2,kmpl,21.1,814
5439,Hyundai,2008,140000,60000,Petrol,Individual,Manual,Second Owner,5,78.9,kmpl,20.36,1197
5442,Ford,2011,250000,55130,Diesel,Dealer,Manual,Second Owner,5,68.0,kmpl,20.0,1399
5443,Maruti,2014,330000,22000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,20.51,998
5448,Maruti,2015,550000,29434,Petrol,Individual,Manual,First Owner,5,91.1,kmpl,20.73,1373
5451,Renault,2013,400000,44500,Diesel,Individual,Manual,Second Owner,5,83.8,kmpl,20.46,1461
5452,Maruti,2016,375000,34500,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,20.51,998
